<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ASB,D,20191213,000000,2.6839,2.7932,2.6839,2.7849,269829,0
ASB,D,20191216,000000,2.8059,2.9868,2.8016,2.9615,398522,0
ASB,D,20191217,000000,2.9615,2.9868,2.8228,2.9868,218634,0
ASB,D,20191218,000000,2.9868,3.0709,2.9785,2.9952,160238,0
ASB,D,20191219,000000,3.0204,3.0541,2.8605,2.8985,195997,0
ASB,D,20191220,000000,2.9026,3.0162,2.8438,2.8438,357199,0
ASB,D,20191223,000000,2.8353,2.8605,2.7849,2.7932,286924,0
ASB,D,20191227,000000,2.7932,2.8269,2.7765,2.7892,180022,0
ASB,D,20191230,000000,2.8143,2.8143,2.6966,2.747,215900,0
ASB,D,20200102,000000,2.7722,2.9363,2.7722,2.9363,176270,0
ASB,D,20200103,000000,2.9448,2.9448,2.8605,2.9026,149501,0
ASB,D,20200107,000000,2.9279,2.9952,2.8605,2.8605,116203,0
ASB,D,20200108,000000,2.8564,2.89,2.8102,2.848,111837,0
ASB,D,20200109,000000,2.8438,2.9448,2.8102,2.9279,70377,0
ASB,D,20200110,000000,2.9026,2.9742,2.9026,2.9195,65972,0
ASB,D,20200113,000000,2.9448,3.0247,2.9448,2.9868,175574,0
ASB,D,20200114,000000,3.0204,3.0204,2.9489,2.9785,109847,0
ASB,D,20200115,000000,2.9785,2.9868,2.9448,2.9868,200675,0
ASB,D,20200116,000000,2.9699,2.9868,2.9448,2.9615,144727,0
ASB,D,20200117,000000,2.9615,3.2224,2.9489,3.0878,637465,0
ASB,D,20200120,000000,3.0962,3.2645,3.0962,3.1971,415579,0
ASB,D,20200121,000000,3.214,3.2813,3.1761,3.2391,347429,0
ASB,D,20200122,000000,3.3486,3.4663,3.315,3.3654,867099,0
ASB,D,20200123,000000,3.4074,3.4074,3.2645,3.2813,316804,0
ASB,D,20200124,000000,3.2813,3.3907,3.2224,3.3486,255019,0
ASB,D,20200127,000000,3.3317,3.3317,3.1551,3.1803,362862,0
ASB,D,20200128,000000,3.1677,3.2728,3.1677,3.2391,114581,0
ASB,D,20200129,000000,3.2391,3.2476,3.1803,3.1803,154957,0
ASB,D,20200130,000000,3.2097,3.2097,3.0457,3.0878,419743,0
ASB,D,20200131,000000,3.0541,3.2055,3.0541,3.1214,184952,0
ASB,D,20200203,000000,3.1214,3.1214,3.0457,3.0962,144939,0
ASB,D,20200204,000000,3.0962,3.1087,2.8859,3.0541,499687,0
ASB,D,20200205,000000,3.0457,3.1046,2.9952,3.0288,265274,0
ASB,D,20200206,000000,3.0709,3.2391,3.0457,3.1971,472030,0
ASB,D,20200207,000000,3.2224,3.3191,3.214,3.2897,210274,0
ASB,D,20200210,000000,3.2813,3.2897,3.1971,3.2097,220796,0
ASB,D,20200211,000000,3.2308,3.2308,3.1467,3.1635,177499,0
ASB,D,20200212,000000,3.1635,3.2897,3.1382,3.2813,183886,0
ASB,D,20200213,000000,3.2561,3.2897,3.2308,3.2518,81932,0
ASB,D,20200214,000000,3.2391,3.2645,3.1971,3.2224,102870,0
ASB,D,20200217,000000,3.1971,3.399,3.1971,3.3823,241973,0
ASB,D,20200218,000000,3.3654,3.3654,3.3064,3.315,199398,0
ASB,D,20200219,000000,3.357,3.357,3.2561,3.298,118352,0
ASB,D,20200220,000000,3.3023,3.399,3.3023,3.3654,172412,0
ASB,D,20200221,000000,3.5084,3.5841,3.4663,3.4916,687820,0
ASB,D,20200224,000000,3.4663,3.4663,3.214,3.2391,623634,0
ASB,D,20200225,000000,3.1214,3.1971,2.8102,2.9448,1261458,0
