<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TIM,D,20160919,000000,9.3782,9.53,9.3695,9.53,8501,0
TIM,D,20160920,000000,9.4277,9.5,9.4054,9.4868,1784,0
TIM,D,20160921,000000,9.4054,9.4868,9.2764,9.4277,24789,0
TIM,D,20160922,000000,9.4277,9.4277,9.2822,9.2822,758,0
TIM,D,20160923,000000,9.2608,9.384,9.2172,9.2822,7711,0
TIM,D,20160926,000000,9.2899,9.4277,9.1087,9.4277,19557,0
TIM,D,20160927,000000,9.449,9.79,9.211,9.79,34723,0
TIM,D,20160928,000000,9.79,10.08,9.508,10.009,121374,0
TIM,D,20160929,000000,10.153,10.654,9.907,10.588,195354,0
TIM,D,20160930,000000,10.516,10.878,10.327,10.878,167882,0
TIM,D,20161003,000000,10.878,10.878,10.523,10.856,19377,0
TIM,D,20161004,000000,10.596,10.842,10.596,10.654,6330,0
TIM,D,20161005,000000,10.798,10.798,10.45,10.494,703,0
TIM,D,20161006,000000,10.508,10.516,10.364,10.364,4831,0
TIM,D,20161007,000000,10.508,10.508,10.37,10.508,576,0
TIM,D,20161010,000000,10.66,10.878,10.407,10.878,44637,0
TIM,D,20161011,000000,10.878,10.878,10.66,10.863,9772,0
TIM,D,20161012,000000,10.872,10.872,10.856,10.856,350,0
TIM,D,20161013,000000,10.791,10.85,10.581,10.842,3100,0
TIM,D,20161014,000000,10.842,10.842,10.516,10.842,4013,0
TIM,D,20161017,000000,10.842,10.842,10.834,10.842,2661,0
TIM,D,20161018,000000,10.834,10.842,10.683,10.842,9146,0
TIM,D,20161019,000000,10.842,11.052,10.807,10.807,38878,0
TIM,D,20161020,000000,10.807,10.916,10.807,10.878,1491,0
TIM,D,20161021,000000,10.878,11.039,10.769,10.944,17984,0
TIM,D,20161024,000000,11.016,11.039,10.813,10.872,14758,0
TIM,D,20161025,000000,10.834,10.842,10.654,10.807,5913,0
TIM,D,20161026,000000,10.733,10.798,10.66,10.798,5060,0
TIM,D,20161027,000000,10.798,10.798,10.769,10.798,45517,0
TIM,D,20161028,000000,10.618,10.798,10.472,10.56,36255,0
TIM,D,20161031,000000,10.588,10.842,10.465,10.697,5330,0
TIM,D,20161102,000000,10.842,10.965,10.807,10.937,23007,0
TIM,D,20161103,000000,10.878,10.95,10.545,10.878,14955,0
TIM,D,20161104,000000,10.872,10.878,10.64,10.733,625,0
TIM,D,20161107,000000,10.807,10.807,10.618,10.798,1077,0
TIM,D,20161108,000000,10.807,10.807,10.573,10.807,87,0
TIM,D,20161109,000000,10.733,10.986,10.56,10.986,4204,0
TIM,D,20161110,000000,10.878,11.227,10.856,11.227,41661,0
TIM,D,20161114,000000,11.183,11.227,11.039,11.169,4939,0
TIM,D,20161115,000000,10.697,10.878,10.523,10.523,36843,0
TIM,D,20161116,000000,10.378,10.378,9.573,10.37,24963,0
TIM,D,20161117,000000,10.139,10.45,10.139,10.291,29200,0
TIM,D,20161118,000000,10.284,10.385,10.059,10.291,33169,0
TIM,D,20161121,000000,10.065,10.262,10.065,10.204,29209,0
TIM,D,20161122,000000,10.153,10.364,10.087,10.364,404577,0
TIM,D,20161123,000000,10.393,10.878,10.393,10.878,10961,0
TIM,D,20161124,000000,10.602,10.856,10.588,10.588,7856,0
TIM,D,20161125,000000,10.85,10.85,10.588,10.733,4219,0
TIM,D,20161128,000000,10.66,10.66,10.276,10.276,8802,0
TIM,D,20161129,000000,10.364,10.364,10.117,10.335,151567,0
TIM,D,20161130,000000,9.965,10.305,9.965,10.197,18993,0
TIM,D,20161201,000000,10.009,10.218,9.936,10.153,151414,0
TIM,D,20161202,000000,9.936,10.146,9.805,9.805,5150,0
TIM,D,20161205,000000,9.74,10.065,9.74,9.74,2964,0
TIM,D,20161206,000000,9.681,10.182,9.566,9.965,87237,0
TIM,D,20161207,000000,9.71,10.168,9.71,10.074,7867,0
TIM,D,20161208,000000,10.175,10.175,10.117,10.153,1100,0
TIM,D,20161209,000000,9.942,10.182,9.942,10.153,1149,0
TIM,D,20161212,000000,10.182,10.182,10.009,10.182,209,0
TIM,D,20161213,000000,10.182,10.182,9.972,10.146,2532,0
TIM,D,20161214,000000,10.015,10.175,9.849,9.936,16259,0
TIM,D,20161215,000000,9.986,9.986,9.899,9.936,3954,0
TIM,D,20161216,000000,9.899,9.936,9.863,9.928,2155,0
TIM,D,20161219,000000,9.907,9.907,9.863,9.863,706,0
TIM,D,20161220,000000,9.914,9.914,9.79,9.892,7217,0
TIM,D,20161221,000000,9.892,10.146,9.4277,9.972,70483,0
TIM,D,20161222,000000,9.965,9.965,9.1811,9.79,31658,0
TIM,D,20161223,000000,9.855,9.863,9.681,9.863,7536,0
TIM,D,20161227,000000,9.79,9.79,9.61,9.61,2004,0
TIM,D,20161228,000000,9.79,9.79,9.5,9.675,18003,0
TIM,D,20161229,000000,9.675,9.675,9.508,9.666,1052,0
TIM,D,20161230,000000,9.755,10.08,9.588,10.08,25565,0
TIM,D,20170102,000000,10.08,10.139,9.762,10.065,9917,0
TIM,D,20170103,000000,10.059,10.059,9.675,9.719,3626,0
TIM,D,20170104,000000,9.892,9.892,9.573,9.573,5034,0
TIM,D,20170105,000000,9.784,9.784,9.543,9.573,8375,0
TIM,D,20170109,000000,9.79,9.79,9.3918,9.4209,1303,0
TIM,D,20170110,000000,9.573,9.573,9.0724,9.0724,4849,0
TIM,D,20170111,000000,9.0724,9.4209,8.7825,9.0579,18831,0
TIM,D,20170112,000000,8.71,8.9492,8.6666,8.7236,29994,0
TIM,D,20170113,000000,8.7825,8.8985,8.7463,8.8985,3246,0
TIM,D,20170116,000000,8.8912,8.8912,8.5942,8.6801,23702,0
TIM,D,20170117,000000,8.6801,8.6956,8.3983,8.6956,10440,0
TIM,D,20170118,000000,8.6956,9.0579,8.6303,9.0579,4703,0
TIM,D,20170119,000000,9.0579,9.211,8.8478,8.8478,331335,0
TIM,D,20170120,000000,9.211,9.4054,8.9419,9.3481,13474,0
TIM,D,20170123,000000,9.3481,9.4345,9.319,9.319,4634,0
TIM,D,20170124,000000,9.319,9.928,9.319,9.892,225621,0
TIM,D,20170125,000000,9.928,9.928,9.666,9.92,8612,0
TIM,D,20170126,000000,9.928,9.928,9.552,9.719,19348,0
TIM,D,20170127,000000,9.885,9.885,9.61,9.61,170250,0
TIM,D,20170130,000000,9.755,9.899,9.536,9.659,22299,0
