<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
KRC,D,20080425,000000,2.958,3.1842,2.958,3.132,3475,0
KRC,D,20080428,000000,3.132,3.132,2.61,3.0363,10410,0
KRC,D,20080429,000000,3.045,3.045,2.8275,3.0363,695,0
KRC,D,20080430,000000,3.0276,3.2537,2.8711,3.0015,7882,0
KRC,D,20080505,000000,3.1755,3.2104,3.0015,3.045,7157,0
KRC,D,20080506,000000,3.0189,3.3496,3.0189,3.3234,16917,0
KRC,D,20080507,000000,3.3321,3.654,3.2104,3.654,45947,0
KRC,D,20080508,000000,3.4191,3.8542,3.4191,3.5235,17181,0
KRC,D,20080509,000000,3.5583,3.6366,3.4801,3.6018,2789,0
KRC,D,20080512,000000,3.5758,3.5758,3.306,3.5496,24065,0
KRC,D,20080513,000000,3.3234,3.4801,3.1755,3.4801,13480,0
KRC,D,20080514,000000,3.3496,3.4365,3.3496,3.3496,1339,0
KRC,D,20080515,000000,3.2537,3.3843,3.1842,3.3843,17134,0
KRC,D,20080516,000000,3.1929,3.4801,3.1929,3.4801,14891,0
KRC,D,20080519,000000,3.306,3.3496,3.306,3.3496,1379,0
KRC,D,20080520,000000,3.4279,3.4365,3.4279,3.4365,402,0
KRC,D,20080521,000000,3.219,3.3929,3.1755,3.3929,2415,0
KRC,D,20080523,000000,3.3669,3.4191,3.3669,3.4191,1994,0
KRC,D,20080526,000000,3.4279,3.5583,3.306,3.4712,9432,0
KRC,D,20080527,000000,3.4712,3.4712,3.2626,3.3929,3722,0
KRC,D,20080528,000000,3.4365,3.4712,3.219,3.4365,9786,0
KRC,D,20080529,000000,3.2626,3.4279,3.219,3.2277,3259,0
KRC,D,20080530,000000,3.306,3.3929,3.219,3.3669,8792,0
KRC,D,20080602,000000,3.3582,3.4801,3.3496,3.4365,6586,0
KRC,D,20080603,000000,3.4365,3.4365,3.306,3.306,745,0
KRC,D,20080604,000000,3.306,3.3929,3.306,3.3929,656,0
KRC,D,20080605,000000,3.2626,3.4191,3.219,3.4191,690,0
KRC,D,20080606,000000,3.4279,3.4452,3.306,3.4452,6402,0
KRC,D,20080609,000000,3.4452,3.4452,3.219,3.3843,1059,0
KRC,D,20080610,000000,3.219,3.3496,3.1755,3.3321,3899,0
KRC,D,20080611,000000,3.3496,3.4017,3.3496,3.3929,3546,0
KRC,D,20080612,000000,3.3929,3.3929,3.3843,3.3843,860,0
KRC,D,20080613,000000,3.3843,3.3929,3.3843,3.3929,299,0
KRC,D,20080616,000000,3.3929,3.4017,3.3929,3.4017,356,0
KRC,D,20080617,000000,3.3929,3.3929,3.3929,3.3929,660,0
KRC,D,20080618,000000,3.2799,3.3669,3.1755,3.3669,3104,0
KRC,D,20080619,000000,3.306,3.306,3.1755,3.306,3003,0
KRC,D,20080620,000000,3.2973,3.2973,3.2973,3.2973,1,0
KRC,D,20080623,000000,3.2887,3.2887,3.132,3.1755,4115,0
KRC,D,20080624,000000,3.2626,3.2626,3.0885,3.0885,1736,0
KRC,D,20080625,000000,3.045,3.045,2.958,2.958,2988,0
KRC,D,20080626,000000,3.0015,3.1929,2.8711,2.8797,5249,0
KRC,D,20080627,000000,3.0712,3.0712,3.0712,3.0712,1,0
KRC,D,20080630,000000,3.045,3.045,3.045,3.045,1,0
KRC,D,20080701,000000,2.8711,3.045,2.784,3.045,3611,0
KRC,D,20080702,000000,2.8101,2.8101,2.784,2.784,6828,0
KRC,D,20080703,000000,2.6969,2.7058,2.6536,2.6536,1265,0
KRC,D,20080704,000000,2.6536,2.9406,2.61,2.6187,6035,0
KRC,D,20080707,000000,2.5317,2.5666,2.523,2.5666,3030,0
KRC,D,20080708,000000,2.4535,2.61,2.4535,2.61,15286,0
KRC,D,20080709,000000,2.7405,2.9145,2.7405,2.9145,1678,0
KRC,D,20080710,000000,2.958,3.0363,2.9145,2.9145,3230,0
KRC,D,20080711,000000,2.8711,2.8711,2.8711,2.8711,575,0
KRC,D,20080714,000000,2.6969,2.7405,2.6969,2.7405,1207,0
KRC,D,20080715,000000,2.523,2.7405,2.523,2.7405,289,0
KRC,D,20080716,000000,2.5404,2.5404,2.5404,2.5404,1,0
KRC,D,20080717,000000,2.5666,2.7405,2.5666,2.7405,920,0
KRC,D,20080718,000000,2.784,2.784,2.7405,2.784,1927,0
KRC,D,20080721,000000,2.6536,2.8536,2.6536,2.8536,431,0
KRC,D,20080722,000000,2.6187,2.6187,2.6187,2.6187,1149,0
KRC,D,20080723,000000,2.845,2.845,2.845,2.845,477,0
KRC,D,20080724,000000,2.8275,2.8275,2.8275,2.8275,5,0
KRC,D,20080725,000000,2.845,2.845,2.5317,2.8188,2919,0
KRC,D,20080728,000000,2.6187,2.6187,2.6187,2.6187,230,0
KRC,D,20080729,000000,2.6969,2.7058,2.6969,2.6969,3362,0
KRC,D,20080730,000000,2.8361,2.8361,2.7405,2.7405,4031,0
KRC,D,20080731,000000,2.8188,2.8188,2.6969,2.8188,3652,0
KRC,D,20080801,000000,2.845,2.8711,2.845,2.8711,1803,0
KRC,D,20080804,000000,2.8014,2.9145,2.7928,2.8275,4840,0
KRC,D,20080805,000000,2.784,2.8711,2.7405,2.7405,3114,0
KRC,D,20080806,000000,2.7405,2.8711,2.7405,2.8711,575,0
KRC,D,20080807,000000,3.0276,3.0276,3.0276,3.0276,47,0
KRC,D,20080808,000000,2.7492,3.0363,2.7492,3.0363,1567,0
KRC,D,20080811,000000,3.0363,3.0885,3.0363,3.0885,1428,0
KRC,D,20080812,000000,3.1755,3.2626,3.1755,3.2626,1172,0
KRC,D,20080813,000000,3.1755,3.1755,3.1755,3.1755,4023,0
KRC,D,20080814,000000,3.1755,3.1755,3.1755,3.1755,1,0
KRC,D,20080819,000000,3.132,3.132,2.8711,2.8711,1150,0
KRC,D,20080821,000000,2.9493,2.9493,2.9493,2.9493,1,0
KRC,D,20080825,000000,2.9145,2.9145,2.8536,2.8536,1665,0
KRC,D,20080826,000000,2.9493,2.9493,2.9493,2.9493,1,0
KRC,D,20080827,000000,2.8711,2.8711,2.8711,2.8711,1,0
KRC,D,20080828,000000,2.9493,2.9493,2.9493,2.9493,1,0
KRC,D,20080829,000000,2.9493,2.9493,2.9493,2.9493,1,0
KRC,D,20080901,000000,2.7579,2.9493,2.7579,2.9493,551,0
KRC,D,20080902,000000,2.7492,2.7492,2.7492,2.7492,140,0
KRC,D,20080903,000000,2.7928,2.7928,2.523,2.523,8800,0
KRC,D,20080904,000000,2.4795,2.523,2.0271,2.0445,48510,0
KRC,D,20080905,000000,2.0619,2.1751,1.74,1.9401,97799,0
KRC,D,20080908,000000,1.9749,2.0793,1.9749,1.9836,9315,0
KRC,D,20080909,000000,2.1751,2.436,2.1576,2.2793,20768,0
KRC,D,20080910,000000,2.262,2.3316,2.1751,2.3316,6146,0
KRC,D,20080911,000000,2.3925,2.4099,2.3925,2.4012,3559,0
KRC,D,20080912,000000,2.3925,2.3925,2.262,2.262,644,0
KRC,D,20080915,000000,2.1751,2.3403,2.1576,2.3403,2185,0
KRC,D,20080916,000000,2.2185,2.3403,2.0968,2.3229,5055,0
KRC,D,20080917,000000,2.2185,2.3316,2.2185,2.3055,10432,0
KRC,D,20080918,000000,2.088,2.2446,2.088,2.1751,3777,0
KRC,D,20080919,000000,2.2099,2.2099,2.088,2.088,7954,0
KRC,D,20080922,000000,2.1751,2.1751,2.0707,2.088,1666,0
KRC,D,20080923,000000,2.0793,2.0793,2.001,2.0707,3352,0
KRC,D,20080924,000000,2.236,2.236,2.1576,2.2185,2827,0
KRC,D,20080925,000000,2.2099,2.236,2.2099,2.2185,1264,0
KRC,D,20080926,000000,2.262,2.262,2.1751,2.1751,1723,0
KRC,D,20080929,000000,2.0271,2.0445,2.0271,2.0445,1469,0
KRC,D,20080930,000000,2.1663,2.1751,2.0359,2.1751,2641,0
KRC,D,20081001,000000,2.2707,2.2707,2.088,2.088,1229,0
KRC,D,20081002,000000,2.1315,2.1315,2.001,2.001,3772,0
KRC,D,20081003,000000,2.0619,2.0619,2.0619,2.0619,1227,0
KRC,D,20081006,000000,1.9922,2.0098,1.9922,2.0098,345,0
KRC,D,20081007,000000,1.9576,1.9576,1.9315,1.9315,1023,0
KRC,D,20081008,000000,1.8706,1.9315,1.74,1.9315,2552,0
KRC,D,20081009,000000,1.9226,1.9226,1.914,1.9226,3434,0
KRC,D,20081010,000000,1.8706,1.8706,1.8706,1.8706,575,0
KRC,D,20081013,000000,1.8706,1.8706,1.8706,1.8706,770,0
KRC,D,20081014,000000,1.9576,2.1663,1.9576,2.1663,1321,0
KRC,D,20081015,000000,2.001,2.001,2.001,2.001,1955,0
KRC,D,20081016,000000,1.9576,1.9576,1.9226,1.9576,4069,0
KRC,D,20081017,000000,1.8706,1.8706,1.8706,1.8706,690,0
KRC,D,20081021,000000,1.9576,2.001,1.8706,2.001,8649,0
KRC,D,20081022,000000,2.001,2.1315,1.7575,1.7575,9436,0
KRC,D,20081023,000000,1.9053,1.9053,1.74,1.74,1950,0
KRC,D,20081024,000000,1.74,1.914,1.74,1.914,1494,0
KRC,D,20081027,000000,1.914,1.914,1.74,1.8879,2345,0
KRC,D,20081028,000000,1.8706,1.914,1.8706,1.914,6396,0
KRC,D,20081029,000000,1.9315,1.9576,1.9315,1.9576,607,0
KRC,D,20081030,000000,1.9401,2.001,1.9401,2.001,2012,0
KRC,D,20081031,000000,2.001,2.0619,2.001,2.0619,2917,0
KRC,D,20081103,000000,1.914,1.9576,1.914,1.9576,3083,0
KRC,D,20081104,000000,1.914,2.0619,1.914,2.0619,4588,0
KRC,D,20081105,000000,2.0707,2.0707,1.9226,2.0619,2931,0
KRC,D,20081106,000000,2.0619,2.0968,2.0619,2.0968,2874,0
KRC,D,20081107,000000,1.9836,1.9836,1.9836,1.9836,796,0
KRC,D,20081110,000000,2.0793,2.0793,1.9836,1.9836,346,0
KRC,D,20081112,000000,1.9576,1.9576,1.9576,1.9576,575,0
KRC,D,20081113,000000,1.914,1.914,1.8792,1.914,14002,0
KRC,D,20081114,000000,1.914,2.2185,1.914,2.2185,19528,0
KRC,D,20081117,000000,2.1663,2.1663,2.1663,2.1663,1,0
KRC,D,20081118,000000,2.0445,2.0445,2.001,2.0445,4483,0
KRC,D,20081119,000000,2.0445,2.0445,1.914,2.001,8906,0
KRC,D,20081120,000000,1.914,1.914,1.914,1.914,690,0
KRC,D,20081121,000000,1.914,1.9922,1.914,1.9922,6627,0
KRC,D,20081124,000000,2.001,2.001,1.9576,2.001,3334,0
KRC,D,20081125,000000,2.001,2.001,1.9922,2.001,3851,0
KRC,D,20081126,000000,1.9662,2.0445,1.9662,2.0445,2987,0
KRC,D,20081127,000000,2.0793,2.0968,2.0793,2.0968,3448,0
KRC,D,20081128,000000,2.0445,2.0968,2.0445,2.0968,1033,0
KRC,D,20081201,000000,2.0098,2.0445,2.001,2.0445,6908,0
KRC,D,20081202,000000,1.9576,2.088,1.9576,2.088,2104,0
KRC,D,20081203,000000,2.088,2.1315,2.088,2.1315,519,0
KRC,D,20081204,000000,2.1315,2.1315,2.1315,2.1315,1149,0
KRC,D,20081205,000000,2.0968,2.1228,2.0968,2.1228,1149,0
KRC,D,20081208,000000,2.0098,2.088,2.001,2.088,2650,0
KRC,D,20081209,000000,2.088,2.088,2.088,2.088,1,0
KRC,D,20081210,000000,2.0793,2.2185,2.0793,2.2099,14139,0
KRC,D,20081211,000000,2.262,2.3577,2.1141,2.3577,4500,0
KRC,D,20081212,000000,2.4012,2.7405,2.4012,2.7405,22701,0
KRC,D,20081215,000000,2.784,2.784,2.5404,2.7666,19148,0
KRC,D,20081216,000000,2.61,2.6796,2.523,2.6709,17279,0
KRC,D,20081217,000000,2.6969,2.6969,2.436,2.436,3012,0
KRC,D,20081218,000000,2.6013,2.6013,2.6013,2.6013,1352,0
KRC,D,20081219,000000,2.436,2.5666,2.436,2.5666,2305,0
KRC,D,20081222,000000,2.5577,2.5577,2.3664,2.436,8776,0
KRC,D,20081223,000000,2.349,2.5404,2.349,2.5404,1005,0
KRC,D,20081230,000000,2.5666,2.5666,2.4012,2.5577,24489,0
KRC,D,20081231,000000,2.523,2.5666,2.523,2.5666,8962,0
KRC,D,20090105,000000,2.6013,2.61,2.6013,2.61,4939,0
KRC,D,20090106,000000,2.6969,2.9493,2.6969,2.9233,23949,0
KRC,D,20090107,000000,2.8275,2.8275,2.8275,2.8275,804,0
KRC,D,20090108,000000,2.7405,2.9406,2.6536,2.9406,25751,0
KRC,D,20090109,000000,2.8361,2.8361,2.8275,2.8275,793,0
KRC,D,20090112,000000,2.8711,2.8711,2.8275,2.8711,1213,0
KRC,D,20090113,000000,2.8623,2.8623,2.8623,2.8623,673,0
KRC,D,20090114,000000,2.8711,2.8711,2.784,2.8275,1817,0
KRC,D,20090115,000000,2.6536,2.8188,2.61,2.8188,2882,0
KRC,D,20090116,000000,2.6969,2.6969,2.6969,2.6969,976,0
KRC,D,20090119,000000,2.6969,2.6969,2.61,2.61,4193,0
KRC,D,20090120,000000,2.8188,2.8188,2.8188,2.8188,3,0
KRC,D,20090121,000000,2.523,2.61,2.523,2.61,2299,0
KRC,D,20090122,000000,2.523,2.523,2.523,2.523,1149,0
KRC,D,20090123,000000,2.436,2.523,2.3055,2.523,3793,0
KRC,D,20090127,000000,2.3143,2.3143,2.3143,2.3143,1149,0
KRC,D,20090128,000000,2.61,2.61,2.61,2.61,919,0
KRC,D,20090129,000000,2.3925,2.61,2.349,2.61,3345,0
KRC,D,20090130,000000,2.523,2.523,2.349,2.436,2069,0
KRC,D,20090202,000000,2.523,2.523,2.523,2.523,1149,0
KRC,D,20090203,000000,2.6013,2.6013,2.349,2.349,3448,0
KRC,D,20090204,000000,2.349,2.4795,2.349,2.349,3014,0
KRC,D,20090205,000000,2.4795,2.4795,2.3577,2.3577,983,0
KRC,D,20090206,000000,2.5666,2.5666,2.3925,2.3925,3460,0
KRC,D,20090209,000000,2.5666,2.5666,2.5666,2.5666,4686,0
KRC,D,20090210,000000,2.61,2.61,2.61,2.61,1916,0
KRC,D,20090211,000000,2.61,2.784,2.61,2.6969,5112,0
KRC,D,20090213,000000,2.6536,2.6536,2.61,2.61,1137,0
KRC,D,20090217,000000,2.5404,2.5404,2.262,2.349,18583,0
KRC,D,20090218,000000,2.349,2.349,2.1924,2.349,5192,0
KRC,D,20090219,000000,2.349,2.5839,2.349,2.5839,3345,0
KRC,D,20090220,000000,2.5666,2.5666,2.3577,2.3577,1224,0
KRC,D,20090224,000000,2.3664,2.523,2.349,2.349,3282,0
KRC,D,20090226,000000,2.2793,2.3055,2.2793,2.2882,10230,0
KRC,D,20090227,000000,2.436,2.436,2.436,2.436,182,0
KRC,D,20090302,000000,2.2793,2.2793,2.262,2.262,804,0
KRC,D,20090303,000000,2.262,2.2707,2.262,2.262,5139,0
KRC,D,20090304,000000,2.349,2.4447,2.1315,2.4447,2529,0
KRC,D,20090309,000000,2.436,2.436,2.262,2.262,679,0
KRC,D,20090310,000000,2.2707,2.2707,2.262,2.262,9534,0
KRC,D,20090311,000000,2.1924,2.262,2.1751,2.262,3035,0
KRC,D,20090316,000000,2.1837,2.262,2.1751,2.262,21585,0
KRC,D,20090318,000000,2.2533,2.2533,2.2533,2.2533,3565,0
KRC,D,20090319,000000,2.2533,2.262,2.2533,2.262,11353,0
KRC,D,20090320,000000,2.349,2.349,2.2446,2.2446,2141,0
KRC,D,20090323,000000,2.3055,2.4185,2.3055,2.4185,9381,0
KRC,D,20090324,000000,2.3055,2.5056,2.2882,2.5056,4883,0
KRC,D,20090325,000000,2.5144,2.523,2.436,2.523,2487,0
KRC,D,20090326,000000,2.6013,2.6013,2.3925,2.3925,2645,0
KRC,D,20090401,000000,2.523,2.523,2.523,2.523,9505,0
KRC,D,20090402,000000,2.5666,2.6013,2.5666,2.6013,1494,0
KRC,D,20090403,000000,2.6013,3.219,2.6013,3.2104,23571,0
KRC,D,20090406,000000,2.8623,2.8623,2.6969,2.8536,1610,0
KRC,D,20090407,000000,2.6969,2.6969,2.6969,2.6969,47,0
KRC,D,20090408,000000,2.6969,2.6969,2.6969,2.6969,575,0
KRC,D,20090409,000000,2.7753,2.784,2.7753,2.784,995,0
KRC,D,20090414,000000,2.6969,2.6969,2.61,2.6536,2817,0
KRC,D,20090415,000000,2.61,2.61,2.61,2.61,731,0
KRC,D,20090416,000000,2.5317,2.784,2.4795,2.784,3178,0
KRC,D,20090417,000000,2.61,2.6709,2.61,2.6709,6396,0
KRC,D,20090420,000000,2.61,2.784,2.523,2.61,16660,0
KRC,D,20090421,000000,2.6013,2.7144,2.6013,2.7144,122,0
KRC,D,20090423,000000,2.6187,2.6187,2.61,2.61,799,0
KRC,D,20090424,000000,2.6969,2.6969,2.5317,2.5317,2146,0
KRC,D,20090427,000000,2.523,2.523,2.523,2.523,1035,0
KRC,D,20090428,000000,2.4795,2.4795,2.3577,2.3752,6862,0
KRC,D,20090429,000000,2.5666,2.5839,2.523,2.5839,2165,0
KRC,D,20090430,000000,2.5491,2.5752,2.4274,2.5577,9441,0
KRC,D,20090504,000000,2.523,2.5666,2.436,2.5666,5577,0
KRC,D,20090506,000000,2.5491,2.5666,2.4447,2.4447,3793,0
KRC,D,20090507,000000,2.5839,2.5839,2.436,2.523,3113,0
KRC,D,20090508,000000,2.4447,2.523,2.4447,2.523,1962,0
KRC,D,20090512,000000,2.5577,2.5577,2.5577,2.5577,575,0
KRC,D,20090513,000000,2.5577,2.61,2.5577,2.5666,2628,0
KRC,D,20090514,000000,2.523,2.523,2.523,2.523,1202,0
KRC,D,20090515,000000,2.523,2.523,2.523,2.523,293,0
KRC,D,20090518,000000,2.523,2.523,2.4969,2.4969,769,0
KRC,D,20090520,000000,2.4969,2.4969,2.4969,2.4969,575,0
KRC,D,20090521,000000,2.61,2.61,2.5666,2.61,2018,0
KRC,D,20090525,000000,2.4969,2.4969,2.4447,2.4447,267,0
KRC,D,20090527,000000,2.5752,2.61,2.5752,2.61,4770,0
KRC,D,20090528,000000,2.523,2.523,2.523,2.523,575,0
KRC,D,20090529,000000,2.523,2.523,2.523,2.523,4307,0
KRC,D,20090602,000000,2.6013,2.61,2.5404,2.5404,1919,0
KRC,D,20090604,000000,2.5404,2.5404,2.523,2.523,3448,0
KRC,D,20090605,000000,2.5144,2.5144,2.5144,2.5144,465,0
KRC,D,20090608,000000,2.4969,2.4969,2.4969,2.4969,551,0
KRC,D,20090609,000000,2.5144,2.5144,2.4621,2.4621,497,0
KRC,D,20090616,000000,2.5839,2.6969,2.5839,2.6969,5748,0
KRC,D,20090622,000000,2.5317,2.61,2.5317,2.61,155,0
KRC,D,20090623,000000,2.5317,2.5317,2.523,2.523,1982,0
KRC,D,20090624,000000,2.6013,2.6013,2.523,2.523,1149,0
KRC,D,20090626,000000,2.6013,2.61,2.6013,2.61,2128,0
KRC,D,20090630,000000,2.6969,2.6969,2.4447,2.4447,3111,0
KRC,D,20090702,000000,2.6013,2.6013,2.6013,2.6013,804,0
KRC,D,20090706,000000,2.5404,2.5404,2.5404,2.5404,1137,0
KRC,D,20090707,000000,2.6361,2.6361,2.6361,2.6361,575,0
KRC,D,20090710,000000,2.61,2.61,2.61,2.61,345,0
KRC,D,20090714,000000,2.61,2.61,2.5056,2.5056,135,0
KRC,D,20090716,000000,2.6274,2.6622,2.6274,2.6622,3129,0
KRC,D,20090717,000000,2.6883,2.6883,2.5404,2.5404,1686,0
KRC,D,20090720,000000,2.61,2.6622,2.61,2.6622,1379,0
KRC,D,20090721,000000,2.61,2.61,2.61,2.61,2,0
KRC,D,20090722,000000,2.6622,2.6622,2.6622,2.6622,113,0
KRC,D,20090723,000000,2.6622,2.6969,2.6622,2.6622,2325,0
KRC,D,20090724,000000,2.6969,2.9928,2.6969,2.9928,3201,0
KRC,D,20090728,000000,2.7058,2.7058,2.7058,2.7058,149,0
KRC,D,20090729,000000,2.7928,2.8711,2.6187,2.8711,11079,0
KRC,D,20090804,000000,2.8711,2.8711,2.8711,2.8711,172,0
KRC,D,20090805,000000,2.932,3.0276,2.932,3.0276,2586,0
KRC,D,20090806,000000,2.8711,2.9145,2.8711,2.8711,1494,0
KRC,D,20090810,000000,2.784,2.8014,2.784,2.784,2874,0
KRC,D,20090811,000000,2.784,2.784,2.784,2.784,1149,0
KRC,D,20090812,000000,2.7319,2.7319,2.7319,2.7319,551,0
KRC,D,20090814,000000,2.7666,2.8623,2.7231,2.8623,2025,0
KRC,D,20090819,000000,2.7231,2.8014,2.6622,2.8014,2268,0
KRC,D,20090820,000000,2.8188,2.8188,2.6883,2.6883,4023,0
KRC,D,20090821,000000,2.7666,2.7753,2.7666,2.7753,1149,0
KRC,D,20090824,000000,2.7666,2.7666,2.7666,2.7666,1405,0
KRC,D,20090825,000000,2.8188,2.8711,2.6969,2.8711,2287,0
KRC,D,20090826,000000,2.8711,2.8711,2.8711,2.8711,345,0
KRC,D,20090827,000000,2.8711,2.8711,2.8711,2.8711,460,0
KRC,D,20090831,000000,2.8711,2.9058,2.8711,2.9058,1379,0
KRC,D,20090902,000000,2.9058,3.0189,2.9058,3.0189,772,0
KRC,D,20090904,000000,2.9842,2.9842,2.9842,2.9842,183,0
KRC,D,20090909,000000,2.9493,2.9493,2.7231,2.7231,1966,0
KRC,D,20090910,000000,2.7405,2.8536,2.7405,2.8536,3505,0
KRC,D,20090914,000000,2.7231,2.7666,2.61,2.7666,3449,0
KRC,D,20090916,000000,2.6361,2.6361,2.6361,2.6361,1149,0
KRC,D,20090917,000000,2.6969,2.7319,2.61,2.7319,4808,0
KRC,D,20090918,000000,2.6969,2.6969,2.6969,2.6969,976,0
KRC,D,20090921,000000,2.6969,2.6969,2.61,2.61,1723,0
KRC,D,20090922,000000,2.61,2.6969,2.61,2.6274,7491,0
KRC,D,20090923,000000,2.6274,2.6969,2.61,2.6969,1609,0
KRC,D,20090924,000000,2.6969,2.7753,2.6969,2.7753,3793,0
KRC,D,20090925,000000,2.6361,2.6361,2.61,2.61,6322,0
KRC,D,20090928,000000,2.6274,2.6274,2.6187,2.6187,340,0
KRC,D,20090929,000000,2.6883,2.6883,2.61,2.6187,7890,0
KRC,D,20090930,000000,2.61,2.61,2.61,2.61,2069,0
KRC,D,20091001,000000,2.61,2.61,2.61,2.61,1029,0
KRC,D,20091002,000000,2.6013,2.61,2.6013,2.61,571,0
KRC,D,20091005,000000,2.6013,2.6013,2.6013,2.6013,1149,0
KRC,D,20091007,000000,2.5577,2.5577,2.5577,2.5577,172,0
KRC,D,20091009,000000,2.5577,2.5577,2.5577,2.5577,97,0
KRC,D,20091012,000000,2.5577,2.6448,2.5577,2.6448,1443,0
KRC,D,20091013,000000,2.6187,2.6187,2.5666,2.5666,1149,0
KRC,D,20091015,000000,2.6361,2.6361,2.61,2.61,1149,0
KRC,D,20091016,000000,2.61,2.61,2.61,2.61,1955,0
KRC,D,20091020,000000,2.61,2.61,2.61,2.61,77,0
KRC,D,20091022,000000,2.61,2.7058,2.61,2.6796,3414,0
KRC,D,20091023,000000,2.6796,2.7144,2.6796,2.7144,3016,0
KRC,D,20091026,000000,2.6274,2.6274,2.61,2.61,1149,0
KRC,D,20091027,000000,2.6187,2.6187,2.61,2.61,21483,0
KRC,D,20091028,000000,2.6013,2.6013,2.6013,2.6013,1874,0
KRC,D,20091029,000000,2.5927,2.61,2.5927,2.61,1379,0
KRC,D,20091030,000000,2.61,2.61,2.61,2.61,2299,0
KRC,D,20091102,000000,2.6013,2.6013,2.6013,2.6013,26,0
KRC,D,20091103,000000,2.6622,2.6622,2.6622,2.6622,575,0
KRC,D,20091104,000000,2.6796,3.0276,2.6796,2.9406,6359,0
KRC,D,20091105,000000,2.9145,2.9145,2.9145,2.9145,43,0
KRC,D,20091106,000000,2.9058,2.9058,2.6969,2.6969,919,0
KRC,D,20091110,000000,2.6969,2.6969,2.6969,2.6969,1379,0
KRC,D,20091112,000000,2.6969,2.784,2.6969,2.784,3267,0
