<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
IFI,D,20190925,000000,2.9112,2.967,2.9112,2.967,113,0
IFI,D,20190926,000000,2.9578,2.9578,2.9205,2.9205,698,0
IFI,D,20190927,000000,2.9205,2.967,2.9112,2.967,2444,0
IFI,D,20190930,000000,2.967,2.967,2.9112,2.9297,2198,0
IFI,D,20191001,000000,2.967,2.995,2.967,2.995,501,0
IFI,D,20191002,000000,2.995,2.995,2.9297,2.9297,570,0
IFI,D,20191003,000000,2.9856,2.9856,2.9205,2.9205,2186,0
IFI,D,20191004,000000,2.9578,2.9578,2.9578,2.9578,323,0
IFI,D,20191007,000000,2.9578,2.9578,2.9205,2.9205,2807,0
IFI,D,20191008,000000,2.9764,2.9764,2.9764,2.9764,161,0
IFI,D,20191009,000000,2.9764,2.9764,2.9297,2.967,1070,0
IFI,D,20191010,000000,2.967,2.967,2.9484,2.9484,162,0
IFI,D,20191011,000000,2.9205,2.9205,2.6881,2.9112,22948,0
IFI,D,20191014,000000,2.9112,2.9112,2.7439,2.7439,1050,0
IFI,D,20191015,000000,2.8367,2.8462,2.8367,2.8462,531,0
IFI,D,20191016,000000,2.8554,2.902,2.8462,2.902,2647,0
IFI,D,20191017,000000,2.874,2.874,2.7717,2.7903,4239,0
IFI,D,20191018,000000,2.7903,2.7998,2.7903,2.7903,1237,0
IFI,D,20191021,000000,2.7903,2.7903,2.7903,2.7903,1706,0
IFI,D,20191022,000000,2.7998,2.8181,2.7903,2.8181,1498,0
IFI,D,20191023,000000,2.8181,2.874,2.8181,2.874,733,0
IFI,D,20191024,000000,2.8554,2.8554,2.8554,2.8554,623,0
IFI,D,20191025,000000,2.8276,2.8276,2.8276,2.8276,484,0
IFI,D,20191028,000000,2.8462,2.8554,2.7998,2.7998,1775,0
IFI,D,20191029,000000,2.8462,2.9578,2.8462,2.9578,8877,0
IFI,D,20191030,000000,2.9578,2.967,2.8833,2.8833,8062,0
IFI,D,20191031,000000,2.8646,2.902,2.8646,2.902,882,0
IFI,D,20191104,000000,2.8367,2.9112,2.8367,2.9112,3389,0
IFI,D,20191105,000000,2.9297,2.9297,2.8833,2.9205,5367,0
IFI,D,20191106,000000,2.9297,2.9856,2.9297,2.9578,8095,0
IFI,D,20191107,000000,2.967,3.0507,2.967,3.0042,7851,0
IFI,D,20191108,000000,3.0507,3.0507,3.0414,3.0414,494,0
IFI,D,20191112,000000,3.0042,3.0229,3.0042,3.0229,1183,0
IFI,D,20191113,000000,3.0507,3.0694,3.0229,3.0694,2623,0
IFI,D,20191114,000000,3.0694,3.0694,3.0414,3.0414,4807,0
IFI,D,20191115,000000,3.0414,3.1252,3.0414,3.1252,6110,0
IFI,D,20191118,000000,3.1252,3.1345,3.1158,3.1252,2385,0
